Customer_ID,Recency,Frequency,Monetary,F_Score,M_Score,R_Score,RFM_Segment,Segment_Name
13818,429,1,61.28,1,1,1,111,Lost
13819,301,6,2642.35,3,4,2,234,At Risk
13820,417,3,652.75,2,3,1,123,Regular
13821,144,6,1379.08,3,4,3,334,Regular
13822,5,2,632.0,1,3,5,513,New
13823,18,7,3403.4500000000003,3,5,5,535,Champions
13824,32,12,3314.76,4,5,4,445,Champions
13825,621,2,255.59,1,1,1,111,Lost
13826,175,1,189.5,1,1,3,311,Regular
13827,57,3,409.8,2,2,4,422,New
13828,21,1,209.49,1,1,4,411,New
13829,420,1,102.0,1,1,1,111,Lost
13830,581,1,156.85000000000002,1,1,1,111,Lost
13831,15,18,6585.54,4,5,5,545,Champions
13832,18,2,609.89,1,3,5,513,New
13833,158,2,700.41,1,3,3,313,Regular
13834,576,2,324.19,1,2,1,112,Lost
13835,24,7,1095.27,3,3,4,433,Regular
13836,398,2,620.37,1,3,2,213,Regular
13837,211,2,266.59000000000003,1,1,2,211,Lost
13838,5,10,1690.07,4,4,5,544,Champions
13839,485,1,139.95000000000002,1,1,1,111,Lost
13840,415,1,651.4,1,3,1,113,Regular
13841,252,1,85.0,1,1,2,211,Lost
13842,58,18,5319.34,4,5,4,445,Champions
13843,380,1,319.75,1,2,2,212,Lost
13844,10,1,361.62,1,2,5,512,New
13845,64,1,312.98,1,2,3,312,Regular
13846,24,4,1307.79,2,4,4,424,New
13847,719,1,310.72,1,2,1,112,Lost
13848,91,8,3015.0,3,5,3,335,Regular
13849,51,5,3469.3,3,5,4,435,Champions
13850,128,1,1595.48,1,4,3,314,Regular
13851,95,8,4606.46,3,5,3,335,Regular
13852,610,1,187.35000000000002,1,1,1,111,Lost
13853,56,1,1090.14,1,3,4,413,New
13854,8,39,11944.56,4,5,5,545,Champions
13855,500,4,1310.3400000000001,2,4,1,124,Regular
13856,168,11,1142.03,4,3,3,343,Regular
13857,392,6,1000.91,3,3,2,233,At Risk
13858,56,1,216.17,1,1,4,411,New
13859,325,2,515.86,1,2,2,212,Lost
13860,0,5,1245.9,3,4,5,534,Champions
13861,428,2,273.26,1,1,1,111,Lost
13862,17,9,2556.09,4,4,5,544,Champions
13863,247,4,1239.55,2,4,2,224,Regular
13864,386,1,662.4000000000001,1,3,2,213,Regular
13865,57,4,501.56,2,2,4,422,New
13866,73,1,145.67000000000002,1,1,3,311,Regular
13867,30,3,1005.09,2,3,4,423,New
13868,6,2,3192.54,1,5,5,515,New
13869,122,10,7996.87,4,5,3,345,Regular
13870,1,15,5712.08,4,5,5,545,Champions
13871,22,17,7885.85,4,5,4,445,Champions
13872,526,3,919.57,2,3,1,123,Regular
13873,119,8,1038.92,3,3,3,333,Regular
13874,357,7,2049.15,3,4,2,234,At Risk
13875,53,14,4814.37,4,5,4,445,Champions
13876,63,1,122.7,1,1,3,311,Regular
13877,85,3,449.68,2,2,3,322,Regular
13878,54,4,2416.9,2,4,4,424,New
13879,645,1,395.5,1,2,1,112,Lost
13880,20,17,4293.86,4,5,4,445,Champions
13881,3,43,45179.1,4,5,5,545,Champions
13882,2,5,1191.13,3,3,5,533,Regular
13883,10,14,6535.37,4,5,5,545,Champions
13884,6,10,1825.03,4,4,5,544,Champions
13885,188,2,506.8,1,2,2,212,Lost
13886,70,1,243.56,1,1,3,311,Regular
13887,203,1,349.55,1,2,2,212,Lost
13888,119,7,2001.59,3,4,3,334,Regular
13889,92,6,1991.23,3,4,3,334,Regular
13890,0,14,2927.38,4,5,5,545,Champions
13891,377,3,859.21,2,3,2,223,Regular
13892,26,6,1267.6499999999999,3,4,4,434,Champions
13893,297,1,821.1,1,3,2,213,Regular
13894,23,3,564.62,2,2,4,422,New
13895,27,6,4008.52,3,5,4,435,Champions
13896,625,1,388.55,1,2,1,112,Lost
13897,49,3,1160.72,2,3,4,423,New
13898,325,2,686.4,1,3,2,213,Regular
13899,15,2,388.52,1,2,5,512,New
13900,182,6,1610.59,3,4,3,334,Regular
13901,71,15,5676.34,4,5,3,345,Regular
13902,631,5,34023.26,3,5,1,135,At Risk
13903,399,1,165.45000000000002,1,1,2,211,Lost
13904,36,2,332.64,1,2,4,412,New
13905,732,1,312.65,1,2,1,112,Lost
13906,408,1,42.0,1,1,2,211,Lost
13907,691,1,136.8,1,1,1,111,Lost
13908,79,4,2319.55,2,4,3,324,Regular
13909,422,2,282.85,1,1,1,111,Lost
13911,56,20,4234.99,4,5,4,445,Champions
13912,423,1,124.95,1,1,1,111,Lost
13913,506,1,42.22,1,1,1,111,Lost
13914,11,2,626.45,1,3,5,513,New
13915,393,1,70.80000000000001,1,1,2,211,Lost
13916,463,4,1275.81,2,4,1,124,Regular
13917,49,2,272.04,1,1,4,411,New
13918,49,2,1212.8400000000001,1,4,4,414,New
13919,58,4,1252.68,2,4,4,424,New
13920,431,4,1774.68,2,4,1,124,Regular
13921,401,4,730.7,2,3,2,223,Regular
13922,351,3,865.2,2,3,2,223,Regular
13923,53,1,351.13,1,2,4,412,New
13924,1,6,1838.8500000000001,3,4,5,534,Champions
13925,92,4,678.25,2,3,3,323,Regular
13926,22,1,223.85000000000002,1,1,4,411,New
13927,74,2,708.26,1,3,3,313,Regular
13928,10,4,464.57,2,2,5,522,New
13929,168,11,3494.1,4,5,3,345,Regular
13930,57,2,337.34,1,2,4,412,New
13931,95,11,5257.38,4,5,3,345,Regular
13932,294,1,307.4,1,2,2,212,Lost
13933,108,2,608.7900000000001,1,3,3,313,Regular
13934,263,1,922.1,1,3,2,213,Regular
13935,596,3,6116.92,2,5,1,125,Regular
13936,179,3,939.66,2,3,3,323,Regular
13937,168,2,880.13,1,3,3,313,Regular
13938,34,1,71.66,1,1,4,411,New
13939,22,7,1560.96,3,4,4,434,Champions
13940,16,4,839.14,2,3,5,523,New
13941,21,15,10027.18,4,5,4,445,Champions
13942,534,1,320.0,1,2,1,112,Lost
13943,577,1,246.54,1,1,1,111,Lost
13944,652,1,200.43,1,1,1,111,Lost
13945,394,2,854.15,1,3,2,213,Regular
13946,78,6,1876.23,3,4,3,334,Regular
13947,64,1,90.6,1,1,3,311,Regular
13948,360,4,548.76,2,2,2,222,Lost
13949,2,6,2427.32,3,4,5,534,Champions
13950,10,4,745.06,2,3,5,523,New
13951,175,3,674.45,2,3,3,323,Regular
13952,217,14,12823.52,4,5,2,245,At Risk
13953,6,12,6640.68,4,5,5,545,Champions
13954,1,2,439.92,1,2,5,512,New
13955,153,3,544.0699999999999,2,2,3,322,Regular
13956,4,5,1019.27,3,3,5,533,Regular
13957,417,3,458.25,2,2,1,122,Lost
13958,379,8,4709.2300000000005,3,5,2,235,At Risk
13959,78,6,1064.77,3,3,3,333,Regular
13960,20,2,230.22,1,1,4,411,New
13961,391,1,538.4,1,2,2,212,Lost
13962,21,3,362.8,2,2,4,422,New
13963,307,17,2860.57,4,4,2,244,At Risk
13964,386,2,438.9,1,2,2,212,Lost
13965,476,3,996.61,2,3,1,123,Regular
13966,434,1,384.26,1,2,1,112,Lost
13967,145,2,166.3,1,1,3,311,Regular
13968,422,1,123.66,1,1,1,111,Lost
13969,6,35,12973.460000000001,4,5,5,545,Champions
13970,385,2,846.55,1,3,2,213,Regular
13971,18,14,4667.57,4,5,5,545,Champions
13972,70,2,190.25,1,1,3,311,Regular
13973,286,1,264.7,1,1,2,211,Lost
13974,48,2,677.72,1,3,4,413,New
13975,30,12,5256.4,4,5,4,445,Champions
13976,206,4,1192.36,2,3,2,223,Regular
13977,410,1,519.8100000000001,1,2,1,112,Lost
13978,14,2,196.79000000000002,1,1,5,511,New
13979,72,7,3373.63,3,5,3,335,Regular
13980,59,5,768.82,3,3,3,333,Regular
13981,415,1,331.14,1,2,1,112,Lost
13982,38,9,3954.29,4,5,4,445,Champions
13983,29,21,6753.89,4,5,4,445,Champions
13984,26,12,1893.8,4,4,4,444,Champions
13985,3,22,10020.86,4,5,5,545,Champions
13986,16,1,320.46,1,2,5,512,New
13987,379,2,682.54,1,3,2,213,Regular
13988,19,8,4757.8,3,5,4,435,Champions
13989,65,5,2026.06,3,4,3,334,Regular
13990,212,1,311.3,1,2,2,212,Lost
13991,11,6,851.88,3,3,5,533,Regular
13992,29,3,219.5,2,1,4,421,New
13993,42,19,6775.71,4,5,4,445,Champions
13994,3,6,2274.14,3,4,5,534,Champions
13995,14,14,3902.01,4,5,5,545,Champions
13996,385,2,845.76,1,3,2,213,Regular
13997,518,3,376.46,2,2,1,122,Lost
13998,446,3,566.7,2,2,1,122,Lost
13999,9,29,9502.26,4,5,5,545,Champions
14000,210,5,2046.3400000000001,3,4,2,234,At Risk
14001,45,9,4228.85,4,5,4,445,Champions
14002,133,2,529.73,1,2,3,312,Regular
14003,732,1,209.41,1,1,1,111,Lost
14004,42,11,6258.45,4,5,4,445,Champions
14005,9,5,2874.72,3,4,5,534,Champions
14006,115,7,2196.67,3,4,3,334,Regular
14007,512,1,79.48,1,1,1,111,Lost
14008,431,1,509.04,1,2,1,112,Lost
14009,197,3,1099.91,2,3,2,223,Regular
14010,564,2,445.15,1,2,1,112,Lost
14011,479,2,457.82,1,2,1,112,Lost
14012,277,1,328.8,1,2,2,212,Lost
14013,109,5,1084.57,3,3,3,333,Regular
14014,76,3,1948.21,2,4,3,324,Regular
14015,52,1,917.34,1,3,4,413,New
14016,161,11,11303.41,4,5,3,345,Regular
14017,570,1,229.75,1,1,1,111,Lost
14018,644,1,367.15000000000003,1,2,1,112,Lost
14019,46,3,1421.61,2,4,4,424,New
14020,16,4,1249.01,2,4,5,524,New
14021,154,7,1716.58,3,4,3,334,Regular
14022,224,2,792.15,1,3,2,213,Regular
14023,6,2,584.07,1,2,5,512,New
14024,121,3,645.74,2,3,3,323,Regular
14025,464,8,4057.9,3,5,1,135,At Risk
14026,470,2,713.11,1,3,1,113,Regular
14027,60,1,104.82,1,1,3,311,Regular
14028,549,3,10396.5,2,5,1,125,Regular
14029,62,2,467.66,1,2,3,312,Regular
14030,17,20,7521.8,4,5,5,545,Champions
14031,6,44,39019.51,4,5,5,545,Champions
14032,1,16,4546.41,4,5,5,545,Champions
14033,554,1,109.44,1,1,1,111,Lost
14034,21,3,648.89,2,3,4,423,New
14035,28,9,2794.75,4,4,4,444,Champions
14036,284,1,626.65,1,3,2,213,Regular
14037,175,6,836.95,3,3,3,333,Regular
14038,77,5,3069.88,3,5,3,335,Regular
14039,32,2,267.28000000000003,1,1,4,411,New
14040,40,35,12523.81,4,5,4,445,Champions
14041,265,1,141.41,1,1,2,211,Lost
14042,724,1,431.98,1,2,1,112,Lost
14043,490,2,302.6,1,2,1,112,Lost
14044,26,10,3073.95,4,5,4,445,Champions
14045,108,16,10986.63,4,5,3,345,Regular
14046,283,1,151.59,1,1,2,211,Lost
14047,8,14,3968.11,4,5,5,545,Champions
14048,304,3,748.69,2,3,2,223,Regular
14049,16,13,13023.4,4,5,5,545,Champions
14050,31,2,746.36,1,3,4,413,New
14051,0,37,21770.98,4,5,5,545,Champions
14052,19,2,466.66,1,2,4,412,New
14053,123,4,572.3,2,2,3,322,Regular
14054,64,1,92.46,1,1,3,311,Regular
14055,105,3,1520.96,2,4,3,324,Regular
14056,0,23,8152.71,4,5,5,545,Champions
14057,23,22,8346.66,4,5,4,445,Champions
14058,462,2,469.19,1,2,1,112,Lost
14059,266,1,183.6,1,1,2,211,Lost
14060,4,30,8898.24,4,5,5,545,Champions
14061,506,3,917.4300000000001,2,3,1,123,Regular
14062,9,24,25585.65,4,5,5,545,Champions
14063,686,7,9471.5,3,5,1,135,At Risk
14064,28,15,3260.24,4,5,4,445,Champions
14065,388,3,891.02,2,3,2,223,Regular
14066,266,1,152.55,1,1,2,211,Lost
14067,63,2,374.7,1,2,3,312,Regular
14068,319,4,1516.72,2,4,2,224,Regular
14069,514,2,225.81,1,1,1,111,Lost
14070,684,1,321.6,1,2,1,112,Lost
14071,3,8,1422.75,3,4,5,534,Champions
14072,666,1,390.85,1,2,1,112,Lost
14073,31,1,151.04,1,1,4,411,New
14074,622,1,219.39999999999998,1,1,1,111,Lost
14075,4,5,1724.87,3,4,5,534,Champions
14076,128,1,118.67,1,1,3,311,Regular
14077,40,6,615.0799999999999,3,3,4,433,Regular
14078,101,9,1551.82,4,4,3,344,Regular
14079,124,1,375.1,1,2,3,312,Regular
14080,32,5,1115.68,3,3,4,433,Regular
14081,301,10,4867.57,4,5,2,245,At Risk
14082,364,2,413.36,1,2,2,212,Lost
14083,3,11,1082.19,4,3,5,543,Regular
14084,511,1,150.5,1,1,1,111,Lost
14085,1,32,9705.67,4,5,5,545,Champions
14086,462,1,39.95,1,1,1,111,Lost
14087,2,3,829.47,2,3,5,523,New
14088,9,16,64036.8,4,5,5,545,Champions
14089,56,1,158.75,1,1,4,411,New
14090,324,1,76.32000000000001,1,1,2,211,Lost
14091,653,2,9530.08,1,5,1,115,Regular
14092,7,24,7229.45,4,5,5,545,Champions
14093,11,1,433.86,1,2,5,512,New
14094,439,1,311.77,1,2,1,112,Lost
14095,722,1,2.95,1,1,1,111,Lost
14096,3,17,53258.43,4,5,5,545,Champions
14097,480,2,422.85999999999996,1,2,1,112,Lost
14098,36,1,147.35,1,1,4,411,New
14099,15,20,5750.91,4,5,5,545,Champions
14100,137,1,191.95000000000002,1,1,3,311,Regular
14101,73,13,9961.93,4,5,3,345,Regular
14102,4,5,1105.8799999999999,3,3,5,533,Regular
14104,154,5,740.53,3,3,3,333,Regular
14105,238,5,5988.83,3,5,2,235,At Risk
14106,736,1,214.79999999999998,1,1,1,111,Lost
14107,51,11,4877.3,4,5,4,445,Champions
14108,30,4,1044.96,2,3,4,423,New
14109,72,1,144.2,1,1,3,311,Regular
14110,3,33,12987.95,4,5,5,545,Champions
14111,13,4,692.85,2,3,5,523,New
14112,22,13,5834.59,4,5,4,445,Champions
14113,3,16,7092.610000000001,4,5,5,545,Champions
14114,273,7,1364.09,3,4,2,234,At Risk
14115,501,2,622.6700000000001,1,3,1,113,Regular
14116,19,5,1382.74,3,4,4,434,Champions
14117,143,1,90.0,1,1,3,311,Regular
14118,428,1,458.45,1,2,1,112,Lost
14119,375,2,183.37,1,1,2,211,Lost
14121,3,4,2780.15,2,4,5,524,New
14122,405,3,362.42,2,2,2,222,Lost
14123,732,1,436.18,1,2,1,112,Lost
14124,83,1,419.58000000000004,1,2,3,312,Regular
14125,10,3,2720.63,2,4,5,524,New
14126,7,4,1172.46,2,3,5,523,New
14127,122,6,1900.0800000000002,3,4,3,334,Regular
14128,60,3,924.21,2,3,3,323,Regular
14129,1,9,2591.34,4,4,5,544,Champions
14130,318,4,1858.77,2,4,2,224,Regular
14131,648,1,168.22,1,1,1,111,Lost
14132,1,11,3586.0299999999997,4,5,5,545,Champions
14133,129,4,911.14,2,3,3,323,Regular
14134,382,15,11123.35,4,5,2,245,At Risk
14135,1,24,8839.67,4,5,5,545,Champions
14136,400,5,1570.81,3,4,2,234,At Risk
14137,695,1,332.7,1,2,1,112,Lost
14138,1,2,965.8800000000001,1,3,5,513,New
14139,45,4,1086.8,2,3,4,423,New
14140,3,2,935.05,1,3,5,513,New
14141,2,4,915.13,2,3,5,523,New
14142,372,2,671.34,1,3,2,213,Regular
14143,133,1,115.8,1,1,3,311,Regular
14144,485,1,30.599999999999998,1,1,1,111,Lost
14145,46,7,7600.05,3,5,4,435,Champions
14146,8,12,9450.3,4,5,5,545,Champions
14147,77,9,2590.2,4,4,3,344,Regular
14148,233,2,466.29,1,2,2,212,Lost
14149,220,1,446.62,1,2,2,212,Lost
14150,35,2,658.64,1,3,4,413,New
14151,672,2,679.45,1,3,1,113,Regular
14152,74,7,1997.3400000000001,3,4,3,334,Regular
14153,482,1,233.4,1,1,1,111,Lost
14154,238,8,6460.7,3,5,2,235,At Risk
14155,265,1,118.75,1,1,2,211,Lost
14156,9,144,303069.88,4,5,5,545,Champions
14157,19,5,978.69,3,3,4,433,Regular
14158,39,1,507.66,1,2,4,412,New
14159,19,20,7849.58,4,5,4,445,Champions
14160,609,7,8421.47,3,5,1,135,At Risk
14161,215,7,2996.93,3,5,2,235,At Risk
14162,173,2,289.36,1,2,3,312,Regular
14163,86,5,2594.62,3,4,3,334,Regular
14164,70,2,1631.77,1,4,3,314,Regular
14165,275,1,120.44,1,1,2,211,Lost
14166,504,2,251.15,1,1,1,111,Lost
14167,38,8,1274.29,3,4,4,434,Champions
14168,420,2,370.45,1,2,1,112,Lost
14169,430,2,613.11,1,3,1,113,Regular
14170,374,3,570.18,2,2,2,222,Lost
14171,97,2,498.79,1,2,3,312,Regular
14172,604,3,369.02,2,2,1,122,Lost
14173,10,6,586.0,3,2,5,532,Regular
14174,32,1,134.46,1,1,4,411,New
14175,59,8,7678.88,3,5,3,335,Regular
14176,296,5,756.46,3,3,2,233,At Risk
14177,85,13,2209.69,4,4,3,344,Regular
14178,8,7,1580.26,3,4,5,534,Champions
14179,40,2,701.57,1,3,4,413,New
14180,10,33,6117.5,4,5,5,545,Champions
14181,410,2,308.35,1,2,1,112,Lost
14182,443,4,678.77,2,3,1,123,Regular
14183,410,2,278.34000000000003,1,1,1,111,Lost
14184,66,1,452.89,1,2,3,312,Regular
14185,330,1,197.65,1,1,2,211,Lost
14186,426,5,1550.63,3,4,1,134,At Risk
14187,473,1,123.5,1,1,1,111,Lost
14188,30,6,2054.36,3,4,4,434,Champions
14189,1,16,5503.15,4,5,5,545,Champions
14190,665,1,79.9,1,1,1,111,Lost
14191,1,15,4817.66,4,5,5,545,Champions
14192,387,1,293.74,1,2,2,212,Lost
14193,67,3,1210.19,2,4,3,324,Regular
14194,4,36,18670.59,4,5,5,545,Champions
14195,201,6,2615.6,3,4,2,234,At Risk
14196,106,1,335.52,1,2,3,312,Regular
14197,410,1,390.05,1,2,1,112,Lost
14198,17,9,1569.73,4,4,5,544,Champions
14199,217,4,1091.7,2,3,2,223,Regular
14200,616,1,379.2,1,2,1,112,Lost
14201,59,10,1193.54,4,3,3,343,Regular
14202,380,3,847.76,2,3,2,223,Regular
14203,396,1,339.34,1,2,2,212,Lost
14204,1,4,1024.83,2,3,5,523,New
14205,16,9,2414.2,4,4,5,544,Champions
14206,238,3,1185.01,2,3,2,223,Regular
14207,687,1,157.8,1,1,1,111,Lost
14208,94,2,567.05,1,2,3,312,Regular
14209,10,15,4993.27,4,5,5,545,Champions
14210,105,16,5556.570000000001,4,5,3,345,Regular
14211,52,18,4402.29,4,5,4,445,Champions
14212,89,2,2190.14,1,4,3,314,Regular
14213,404,1,1192.2,1,3,2,213,Regular
14214,30,5,1004.38,3,3,4,433,Regular
14215,11,9,3250.33,4,5,5,545,Champions
14216,2,5,2150.04,3,4,5,534,Champions
14217,1,23,3298.59,4,5,5,545,Champions
14218,42,1,169.48000000000002,1,1,4,411,New
14219,3,3,633.83,2,3,5,523,New
14220,246,4,1515.0,2,4,2,224,Regular
14221,41,17,6517.49,4,5,4,445,Champions
14222,176,1,683.17,1,3,3,313,Regular
14223,91,3,991.13,2,3,3,323,Regular
14224,109,9,1841.71,4,4,3,344,Regular
14225,434,4,2031.07,2,4,1,124,Regular
14226,28,6,2985.13,3,5,4,435,Champions
14227,25,15,6366.16,4,5,4,445,Champions
14228,437,3,745.5,2,3,1,123,Regular
14229,51,7,2594.04,3,4,4,434,Champions
14230,435,3,979.8000000000001,2,3,1,123,Regular
14231,183,4,1235.6200000000001,2,4,3,324,Regular
14232,42,5,2048.07,3,4,4,434,Champions
14233,48,7,2904.27,3,5,4,435,Champions
14234,21,4,754.12,2,3,4,423,New
14235,74,9,4717.99,4,5,3,345,Regular
14236,80,5,1555.34,3,4,3,334,Regular
14237,372,2,471.14,1,2,2,212,Lost
14238,325,3,434.23,2,2,2,222,Lost
14239,42,21,4263.17,4,5,4,445,Champions
14240,29,3,1247.49,2,4,4,424,New
14241,183,2,333.70000000000005,1,2,3,312,Regular
14242,234,2,280.55,1,1,2,211,Lost
14243,8,17,7217.75,4,5,5,545,Champions
14244,660,1,366.41999999999996,1,2,1,112,Lost
14245,219,2,1693.45,1,4,2,214,Regular
14246,110,3,1474.06,2,4,3,324,Regular
14247,277,5,753.56,3,3,2,233,At Risk
14248,317,3,1032.95,2,3,2,223,Regular
14249,410,12,5400.46,4,5,1,145,At Risk
14250,6,3,1904.05,2,4,5,524,New
14251,1,5,2879.7000000000003,3,4,5,534,Champions
14252,380,1,350.99,1,2,2,212,Lost
14253,492,2,363.40000000000003,1,2,1,112,Lost
14254,432,1,601.03,1,2,1,112,Lost
14256,259,5,2460.79,3,4,2,234,At Risk
14257,63,9,5954.45,4,5,3,345,Regular
14258,8,25,32051.34,4,5,5,545,Champions
14259,141,1,120.0,1,1,3,311,Regular
14260,470,3,824.28,2,3,1,123,Regular
14261,50,2,1163.45,1,3,4,413,New
14262,7,8,2618.23,3,4,5,534,Champions
14263,422,1,322.93,1,2,1,112,Lost
14264,154,6,1517.3600000000001,3,4,3,334,Regular
14265,108,4,1373.35,2,4,3,324,Regular
14266,427,1,40.56,1,1,1,111,Lost
14267,162,3,1516.24,2,4,3,324,Regular
14268,470,1,354.85,1,2,1,112,Lost
14269,438,1,295.73,1,2,1,112,Lost
14270,331,1,492.65000000000003,1,2,2,212,Lost
14271,225,2,214.18,1,1,2,211,Lost
14272,73,4,920.81,2,3,3,323,Regular
14273,50,4,559.97,2,2,4,422,New
14274,685,1,256.6,1,1,1,111,Lost
14275,395,6,1189.3799999999999,3,3,2,233,At Risk
14276,98,7,2102.68,3,4,3,334,Regular
14277,14,8,16789.16,3,5,5,535,Champions
14278,409,1,205.83,1,1,1,111,Lost
14279,520,2,191.86,1,1,1,111,Lost
14280,196,1,134.04,1,1,2,211,Lost
14281,407,1,245.15,1,1,2,211,Lost
14282,2,25,7250.76,4,5,5,545,Champions
14283,462,4,628.4399999999999,2,3,1,123,Regular
14284,30,3,1299.65,2,4,4,424,New
14285,20,8,3284.42,3,5,4,435,Champions
14286,23,7,8479.76,3,5,4,435,Champions
14287,7,3,176.63,2,1,5,521,New
14288,212,1,426.6,1,2,2,212,Lost
14289,8,6,911.26,3,3,5,533,Regular
14290,10,8,4516.56,3,5,5,535,Champions
14291,1,23,7904.1,4,5,5,545,Champions
14292,7,16,9226.25,4,5,5,545,Champions
14293,2,9,2903.01,4,5,5,545,Champions
14294,406,1,375.34,1,2,2,212,Lost
14295,39,4,2352.91,2,4,4,424,New
14296,420,2,456.40000000000003,1,2,1,112,Lost
14297,17,4,1305.33,2,4,5,524,New
14298,7,82,91194.49,4,5,5,545,Champions
14299,7,27,14070.25,4,5,5,545,Champions
14300,18,1,43.2,1,1,5,511,New
14301,116,4,1992.18,2,4,3,324,Regular
14302,430,3,742.9000000000001,2,3,1,123,Regular
14303,406,2,277.94,1,1,2,211,Lost
14304,222,3,1725.01,2,4,2,224,Regular
14305,70,3,1858.96,2,4,3,324,Regular
14306,50,6,3151.4,3,5,4,435,Champions
14307,88,10,4287.92,4,5,3,345,Regular
14309,7,11,3780.81,4,5,5,545,Champions
14310,432,1,492.1,1,2,1,112,Lost
14311,242,2,516.45,1,2,2,212,Lost
14312,46,11,3090.29,4,5,4,445,Champions
14314,106,2,229.8,1,1,3,311,Regular
14315,44,8,3197.82,3,5,4,435,Champions
14316,421,5,1370.34,3,4,1,134,At Risk
14317,64,1,508.58000000000004,1,2,3,312,Regular
14318,459,1,158.02,1,1,1,111,Lost
14319,423,1,494.85,1,2,1,112,Lost
14320,206,5,1346.75,3,4,2,234,At Risk
14321,10,7,2218.06,3,4,5,534,Champions
14322,428,4,474.1,2,2,1,122,Lost
14323,114,2,605.0600000000001,1,3,3,313,Regular
14324,409,2,701.61,1,3,1,113,Regular
14325,569,1,245.48000000000002,1,1,1,111,Lost
14326,241,3,940.98,2,3,2,223,Regular
14327,162,6,1894.93,3,4,3,334,Regular
14329,16,15,9887.62,4,5,5,545,Champions
14330,623,1,200.63,1,1,1,111,Lost
14331,123,2,462.65999999999997,1,2,3,312,Regular
14332,22,5,1917.41,3,4,4,434,Champions
14333,67,1,415.2,1,2,3,312,Regular
14334,16,12,4318.48,4,5,5,545,Champions
14335,15,2,454.86,1,2,5,512,New
14336,16,4,1614.91,2,4,5,524,New
14338,160,3,928.1,2,3,3,323,Regular
14339,242,2,620.27,1,3,2,213,Regular
14340,218,1,134.7,1,1,2,211,Lost
14341,44,18,4452.02,4,5,4,445,Champions
14342,20,6,918.44,3,3,4,433,Regular
14343,420,4,1079.66,2,3,1,123,Regular
14344,126,20,2993.05,4,5,3,345,Regular
14345,38,1,108.97999999999999,1,1,4,411,New
14346,120,5,2315.75,3,4,3,334,Regular
14347,736,1,82.6,1,1,1,111,Lost
14348,259,1,409.57,1,2,2,212,Lost
14349,9,1,133.5,1,1,5,511,New
14350,273,3,972.03,2,3,2,223,Regular
14351,164,1,51.0,1,1,3,311,Regular
14352,156,4,1078.96,2,3,3,323,Regular
14353,214,3,376.5,2,2,2,222,Lost
14354,5,2,163.62,1,1,5,511,New
14355,365,3,840.0500000000001,2,3,2,223,Regular
14356,79,2,701.23,1,3,3,313,Regular
14357,42,1,225.12,1,1,4,411,New
14358,388,2,400.06,1,2,2,212,Lost
14359,18,3,912.18,2,3,5,523,New
14360,31,4,2118.03,2,4,4,424,New
14361,578,1,214.70999999999998,1,1,1,111,Lost
14362,21,1,151.5,1,1,4,411,New
14363,401,2,227.47000000000003,1,1,2,211,Lost
14364,108,8,3717.35,3,5,3,335,Regular
14365,394,2,634.68,1,3,2,213,Regular
14366,524,1,136.0,1,1,1,111,Lost
14367,7,16,9227.82,4,5,5,545,Champions
14368,319,1,155.0,1,1,2,211,Lost
14369,641,2,469.13,1,2,1,112,Lost
14370,450,6,1175.78,3,3,1,133,At Risk
14371,294,1,100.5,1,1,2,211,Lost
14372,442,2,860.08,1,3,1,113,Regular
14373,357,1,76.55,1,1,2,211,Lost
14374,540,1,108.0,1,1,1,111,Lost
14375,184,3,1106.82,2,3,3,323,Regular
14376,682,1,215.46,1,1,1,111,Lost
14377,190,2,617.05,1,3,2,213,Regular
14378,621,1,131.25,1,1,1,111,Lost
14379,43,4,1265.16,2,4,4,424,New
14381,51,2,625.9399999999999,1,3,4,413,New
14382,25,2,1193.6299999999999,1,3,4,413,New
14383,37,3,1247.69,2,4,4,424,New
14384,500,1,58.5,1,1,1,111,Lost
14385,8,3,202.11,2,1,5,521,New
14386,296,1,142.4,1,1,2,211,Lost
14387,32,3,1727.6,2,4,4,424,New
14388,9,16,6388.2,4,5,5,545,Champions
14389,64,5,1898.01,3,4,3,334,Regular
14390,9,13,6150.03,4,5,5,545,Champions
14391,576,1,135.6,1,1,1,111,Lost
14392,431,1,266.4,1,1,1,111,Lost
14393,217,1,67.95,1,1,2,211,Lost
14394,564,1,93.8,1,1,1,111,Lost
14395,1,20,7801.93,4,5,5,545,Champions
14396,64,7,1969.38,3,4,3,334,Regular
14397,2,19,2612.96,4,4,5,544,Champions
14398,400,2,707.79,1,3,2,213,Regular
14399,393,8,2108.21,3,4,2,234,At Risk
14400,148,3,1732.47,2,4,3,324,Regular
14401,3,22,6795.9,4,5,5,545,Champions
14402,651,1,285.6,1,2,1,112,Lost
14403,129,6,1880.51,3,4,3,334,Regular
14404,33,13,2724.13,4,4,4,444,Champions
14405,386,1,195.0,1,1,2,211,Lost
14406,118,1,156.75,1,1,3,311,Regular
14407,106,5,2142.73,3,4,3,334,Regular
14408,10,11,4102.27,4,5,5,545,Champions
14409,70,9,3427.29,4,5,3,345,Regular
14410,91,11,2630.9,4,4,3,344,Regular
14411,310,1,1063.0,1,3,2,213,Regular
14412,42,3,1426.19,2,4,4,424,New
14413,361,3,421.72,2,2,2,222,Lost
14414,91,8,2399.33,3,4,3,334,Regular
14415,0,23,11980.09,4,5,5,545,Champions
14416,21,2,490.22,1,2,4,412,New
